,gid,행정동,geometry,coordinates,centroid,인구수,고령인구수,id,장애인복지시설수,경로당수,BF인증시설수,무장애산책로,전동휠체어충전소,장애인_실내문화공간,장애인_실외문화공간,주차장수
1560,�쇰씪63b75b,금곡면,"MULTIPOLYGON (((128.1964875798388 35.07259154861424, 128.1965258903323 35.07709987958698, 128.2020099816808 35.07706825807191, 128.2019713696101 35.07255993235798, 128.1964875798388 35.07259154861424)))","[[128.19648757983876, 35.07259154861424], [128.19652589033225, 35.07709987958698], [128.20200998168085, 35.07706825807191], [128.20197136961008, 35.072559932357976], [128.19648757983876, 35.07259154861424]]",POINT (128.199248705185 35.07482992532235),17.0,9.999999999999998,1560,0,1,0,0,0,0,0,0
1561,�쇰씪40b84b,수곡면,"MULTIPOLYGON (((127.9446658227701 35.15493087181308, 127.9446903567992 35.15943933936666, 127.9501802113461 35.15941906453848, 127.9501553744609 35.15491060035327, 127.9446658227701 35.15493087181308)))","[[127.94466582277012, 35.15493087181308], [127.94469035679919, 35.159439339366656], [127.95018021134614, 35.159419064538476], [127.95015537446086, 35.15491060035327], [127.94466582277012, 35.15493087181308]]",POINT (127.9474229412293 35.1571749897465),84.0,35.0,1561,0,1,0,0,0,0,0,0
1563,�쇰씪49a84b,내동면,"MULTIPOLYGON (((128.0379874057714 35.15455243338236, 128.0380170881804 35.15906083805353, 128.0435068398077 35.15903633461647, 128.0434768545652 35.15452793401615, 128.0379874057714 35.15455243338236)))","[[128.03798740577136, 35.154552433382364], [128.03801708818037, 35.159060838053534], [128.04350683980775, 35.15903633461647], [128.04347685456523, 35.15452793401615], [128.03798740577136, 35.154552433382364]]",POINT (128.0407470469424 35.15679440574507),22.0,13.0,1563,0,0,0,0,0,0,0,0
1564,�쇰씪66a81a,금곡면,"MULTIPOLYGON (((128.2243449309549 35.12202214821762, 128.2243848466975 35.12653041510141, 128.2298722161672 35.12649749365573, 128.2298319981194 35.12198923224339, 128.2243449309549 35.12202214821762)))","[[128.2243449309549, 35.12202214821762], [128.22438484669755, 35.12653041510141], [128.22987221616717, 35.126497493655734], [128.22983199811944, 35.12198923224339], [128.2243449309549, 35.12202214821762]]",POINT (128.2271084977977 35.12425984300666),21.0,16.0,1564,0,0,0,0,0,0,0,0
1565,�쇰씪63a94a,대곡면,"MULTIPOLYGON (((128.1924157478177 35.23942909407747, 128.1924540703047 35.24393730455984, 128.1979493757918 35.24390573755607, 128.1979107492381 35.23939753231222, 128.1924157478177 35.23942909407747)))","[[128.1924157478177, 35.239429094077465], [128.1924540703047, 35.243937304559836], [128.19794937579184, 35.24390573755607], [128.19791074923808, 35.239397532312225], [128.1924157478177, 35.239429094077465]]",POINT (128.1951824856108 35.24166743791843),106.0,59.0,1565,0,1,0,0,0,0,0,0
1568,�쇰씪42a88a,대평면,"MULTIPOLYGON (((127.9613126780942 35.18642844164434, 127.9613381602683 35.19093687532054, 127.9668301199169 35.19091582979189, 127.9668043344192 35.1864073996107, 127.9613126780942 35.18642844164434)))","[[127.96131267809416, 35.18642844164434], [127.96133816026833, 35.19093687532054], [127.96683011991692, 35.19091582979189], [127.96680433441915, 35.1864073996107], [127.96131267809416, 35.18642844164434]]",POINT (127.9640713230558 35.18867215734449),7.000000000000001,0.0,1568,0,0,0,0,0,0,0,0
1569,�쇰씪38b88b,수곡면,"MULTIPOLYGON (((127.92289428804 35.19107722095707, 127.9229176521025 35.19558567456377, 127.928409953351 35.19556636910085, 127.9283862858891 35.19105791870003, 127.92289428804 35.19107722095707)))","[[127.92289428803997, 35.19107722095707], [127.92291765210246, 35.195585674563766], [127.92840995335096, 35.19556636910085], [127.92838628588908, 35.191057918700025], [127.92289428803997, 35.19107722095707]]",POINT (127.9256520447367 35.19332181658675),54.0,25.0,1569,0,1,0,0,0,0,0,0
1570,�쇰씪61a96a,대곡면,"MULTIPOLYGON (((128.1705841319799 35.2575857503434, 128.1706212711539 35.26209396776883, 128.1761178272502 35.26206337843205, 128.1760803837318 35.25755516608176, 128.1705841319799 35.2575857503434)))","[[128.17058413197987, 35.2575857503434], [128.17062127115386, 35.262093967768834], [128.17611782725018, 35.262063378432046], [128.1760803837318, 35.25755516608176], [128.17058413197987, 35.2575857503434]]",POINT (128.1733509033575 35.25982458646257),32.0,15.0,1570,0,0,0,0,0,0,0,0
1571,�쇰씪62a97a,대곡면,"MULTIPOLYGON (((128.1816521312749 35.26654074326955, 128.1816898959035 35.27104894370133, 128.1871870441857 35.27101784473098, 128.1871489750813 35.2665096494583, 128.1816521312749 35.26654074326955)))","[[128.18165213127494, 35.26654074326955], [128.1816898959035, 35.27104894370133], [128.18718704418566, 35.27101784473098], [128.18714897508127, 35.2665096494583], [128.18165213127494, 35.26654074326955]]",POINT (128.1844195114372 35.26877931610289),96.0,55.0,1571,0,1,0,0,0,0,0,0
1573,�쇰씪52a87a,신안동,"MULTIPOLYGON (((128.0710815642317 35.17694357109072, 128.0711130986129 35.18145193378408, 128.0766043244068 35.18142591636052, 128.0765724868647 35.17691755798827, 128.0710815642317 35.17694357109072)))","[[128.0710815642317, 35.17694357109072], [128.0711130986129, 35.18145193378408], [128.07660432440676, 35.181425916360524], [128.07657248686468, 35.17691755798827], [128.0710815642317, 35.17694357109072]]",POINT (128.073842868382 35.17918476555079),528.0,174.0,1573,0,0,0,0,0,0,0,0
1574,�쇰씪65b88a,진성면,"MULTIPOLYGON (((128.2194132443026 35.18517031884011, 128.2194529810795 35.18967854354996, 128.2249445987672 35.18964579442649, 128.2249045587421 35.18513757515507, 128.2194132443026 35.18517031884011)))","[[128.21941324430264, 35.185170318840115], [128.21945298107954, 35.18967854354996], [128.22494459876722, 35.18964579442649], [128.22490455874214, 35.185137575155075], [128.21941324430264, 35.185170318840115]]",POINT (128.222178845538 35.18740807874328),129.0,65.0,1574,0,1,0,0,0,0,0,0
1576,�쇰쭏56b00a,미천면,"MULTIPOLYGON (((128.1213929172102 35.29391577056244, 128.1214273783681 35.29842400463512, 128.1269264435774 35.29839562464147, 128.1268916775182 35.29388739527528, 128.1213929172102 35.29391577056244)))","[[128.12139291721024, 35.29391577056244], [128.12142737836808, 35.298424004635116], [128.12692644357742, 35.29839562464147], [128.12689167751822, 35.293887395275284], [128.12139291721024, 35.29391577056244]]",POINT (128.12415960401 35.29615571961274),51.0,38.0,1576,0,0,0,0,0,0,0,0
1577,�쇰씪42a85b,수곡면,"MULTIPOLYGON (((127.9611853520692 35.16388622258378, 127.9612108059656 35.16839467315254, 127.9667012496694 35.16837364509511, 127.966675492786 35.16386519801947, 127.9611853520692 35.16388622258378)))","[[127.9611853520692, 35.16388622258378], [127.96121080596556, 35.16839467315254], [127.96670124966938, 35.16837364509511], [127.96667549278597, 35.163865198019465], [127.9611853520692, 35.16388622258378]]",POINT (127.9639432250035 35.16612995544813),19.999999999999996,11.0,1577,0,0,0,0,0,0,0,0
1578,�쇰씪72a84a,일반성면,"MULTIPOLYGON (((128.2904505375174 35.14865990469329, 128.2904941388402 35.15316808275, 128.2959832117919 35.15313214471457, 128.2959393077857 35.14862397262856, 128.2904505375174 35.14865990469329)))","[[128.29045053751742, 35.14865990469329], [128.29049413884024, 35.15316808275], [128.29598321179193, 35.15313214471457], [128.2959393077857, 35.148623972628556], [128.29045053751742, 35.14865990469329]]",POINT (128.2932167987802 35.15089604691863),0.0,0.0,1578,0,0,0,0,0,0,0,0
1579,�쇰씪54b85a,가좌동,"MULTIPOLYGON (((128.0984039787206 35.15877762007336, 128.0984369995469 35.16328597430388, 128.1039269771064 35.16325873032907, 128.1038936533964 35.15875038062442, 128.0984039787206 35.15877762007336)))","[[128.09840397872063, 35.15877762007336], [128.0984369995469, 35.163285974303875], [128.10392697710643, 35.16325873032907], [128.1038936533964, 35.15875038062442], [128.09840397872063, 35.15877762007336]]",POINT (128.1011654020384 35.16101819706356),21.0,9.999999999999998,1579,0,0,0,0,0,0,0,0
1580,�쇰씪57a99a,미천면,"MULTIPOLYGON (((128.1268221685553 35.28487092635256, 128.1268569191781 35.28937916251224, 128.1323553669351 35.28935054201327, 128.132320311548 35.2848423106005, 128.1268221685553 35.28487092635256)))","[[128.12682216855526, 35.28487092635256], [128.1268569191781, 35.28937916251224], [128.1323553669351, 35.289350542013274], [128.13232031154803, 35.284842310600496], [128.12682216855526, 35.28487092635256]]",POINT (128.1295886913941 35.28711075619684),0.0,0.0,1580,0,0,0,0,0,0,0,0
1581,�쇰씪53a83a,내동면,"MULTIPOLYGON (((128.0818065335957 35.14082434196705, 128.0818386172499 35.14533272307456, 128.0873274054571 35.14530624300108, 128.0872950191831 35.14079786629357, 128.0818065335957 35.14082434196705)))","[[128.08180653359565, 35.140824341967054], [128.08183861724993, 35.14533272307456], [128.08732740545707, 35.14530624300108], [128.0872950191831, 35.14079786629357], [128.08180653359565, 35.140824341967054]]",POINT (128.0845668937213 35.14306531430132),8.0,0.0,1581,0,0,0,0,0,0,0,0
1582,�쇰씪59b96b,대곡면,"MULTIPOLYGON (((128.1541315536489 35.26218423781571, 128.1541677878239 35.26669246681999, 128.159664672878 35.2666626215147, 128.1596281342856 35.26215439746188, 128.1541315536489 35.26218423781571)))","[[128.15413155364885, 35.26218423781571], [128.1541677878239, 35.26669246681999], [128.15966467287802, 35.266662621514705], [128.15962813428564, 35.26215439746188], [128.15413155364885, 35.26218423781571]]",POINT (128.1568980369919 35.26442345171274),139.0,70.0,1582,0,1,0,0,0,0,0,0
1583,�쇰씪46b84b,귀곡동,"MULTIPOLYGON (((128.0105400642868 35.15467119979831, 128.0105682325068 35.15917962420398, 128.0160580164222 35.15915636444839, 128.0160295453616 35.15464794390696, 128.0105400642868 35.15467119979831)))","[[128.0105400642868, 35.15467119979831], [128.01056823250676, 35.15917962420398], [128.01605801642222, 35.15915636444839], [128.01602954536162, 35.15464794390696], [128.0105400642868, 35.15467119979831]]",POINT (128.0132989645126 35.15691380381757),0.0,0.0,1583,0,0,0,0,0,0,0,0
1584,�쇰씪74b86b,이반성면,"MULTIPOLYGON (((128.3181199645101 35.17101846326481, 128.3181651293449 35.17552659399563, 128.3236556672451 35.17548938189531, 128.3236101994016 35.17098125734503, 128.3181199645101 35.17101846326481)))","[[128.31811996451006, 35.17101846326481], [128.31816512934486, 35.175526593995635], [128.3236556672451, 35.17548938189531], [128.32361019940163, 35.170981257345034], [128.31811996451006, 35.17101846326481]]",POINT (128.320887739915 35.17325394486411),9.999999999999998,8.0,1584,0,0,0,0,0,0,0,0
1585,�쇰씪51b89b,상봉동,"MULTIPOLYGON (((128.0657468600663 35.1995111362965, 128.0657781259804 35.20401948633435, 128.0712708755997 35.20399369643996, 128.0712393061864 35.19948535068421, 128.0657468600663 35.1995111362965)))","[[128.06574686006627, 35.1995111362965], [128.0657781259804, 35.204019486334346], [128.0712708755997, 35.20399369643996], [128.0712393061864, 35.19948535068421], [128.06574686006627, 35.1995111362965]]",POINT (128.0685087918128 35.20175243820094),2554.0,529.0,1585,0,3,0,0,0,0,0,0
1587,�쇰쭏52b00a,집현면,"MULTIPOLYGON (((128.0774025649836 35.29413377419413, 128.0774345868711 35.29864204442619, 128.082933711409 35.29861566447784, 128.0829013846071 35.29410739862062, 128.0774025649836 35.29413377419413)))","[[128.07740256498363, 35.29413377419413], [128.07743458687108, 35.29864204442619], [128.082933711409, 35.298615664477836], [128.0829013846071, 35.29410739862062], [128.07740256498363, 35.29413377419413]]",POINT (128.0801680618204 35.29637474126424),21.0,9.0,1587,0,0,0,0,0,0,0,0
1588,�쇰쭏60a03b,대곡면,"MULTIPOLYGON (((128.1601404136418 35.32526922483469, 128.1601770659991 35.3297774012859, 128.1656782118613 35.3297472363198, 128.1656412541407 35.3252390648691, 128.1601404136418 35.32526922483469)))","[[128.16014041364178, 35.32526922483469], [128.16017706599908, 35.329777401285895], [128.16567821186126, 35.329747236319804], [128.16564125414067, 35.3252390648691], [128.16014041364178, 35.32526922483469]]",POINT (128.1629092362428 35.32750825268536),9.0,6.0,1588,0,0,0,0,0,0,0,0
1590,�쇰씪51b92a,집현면,"MULTIPOLYGON (((128.0659032590889 35.22205285260745, 128.0659345597367 35.22656118570519, 128.071428827863 35.22653537439327, 128.0713972233789 35.22202704557996, 128.0659032590889 35.22205285260745)))","[[128.06590325908888, 35.22205285260745], [128.06593455973666, 35.226561185705194], [128.071428827863, 35.22653537439327], [128.07139722337894, 35.222027045579964], [128.06590325908888, 35.22205285260745]]",POINT (128.0686659673717 35.22429413535089),18.0,9.999999999999998,1590,0,0,0,0,0,0,0,0
1591,�쇰씪47b83a,내동면,"MULTIPOLYGON (((128.0214327367433 35.14109916912015, 128.0214614914805 35.14560759590133, 128.0269503543707 35.14558385050972, 128.0269212969974 35.14107542767415, 128.0214327367433 35.14109916912015)))","[[128.02143273674335, 35.14109916912015], [128.02146149148052, 35.14560759590133], [128.0269503543707, 35.14558385050972], [128.02692129699736, 35.14107542767415], [128.02143273674335, 35.14109916912015]]",POINT (128.0241914697634 35.14334153151909),0.0,,1591,0,0,0,0,0,0,0,0
1592,�쇰씪62b77a,금곡면,"MULTIPOLYGON (((128.1856331219689 35.08617905129112, 128.1856708544311 35.09068738247692, 128.1911558678742 35.09065624134913, 128.1911178336301 35.08614791534135, 128.1856331219689 35.08617905129112)))","[[128.18563312196895, 35.08617905129112], [128.1856708544311, 35.09068738247692], [128.19115586787416, 35.09065624134913], [128.1911178336301, 35.08614791534135], [128.18563312196895, 35.08617905129112]]",POINT (128.1883944192985 35.08841766828962),136.0,71.0,1592,0,0,0,0,0,0,0,0
1593,�쇰씪52a82a,정촌면,"MULTIPOLYGON (((128.0707666052629 35.13185975790658, 128.0707980696957 35.13636815446078, 128.076286266908 35.13634218022739, 128.0762544999867 35.13183378798964, 128.0707666052629 35.13185975790658)))","[[128.07076660526286, 35.131859757906575], [128.0707980696957, 35.136368154460776], [128.07628626690797, 35.136342180227395], [128.07625449998667, 35.13183378798964], [128.07076660526286, 35.131859757906575]]",POINT (128.0735263603159 35.13410099085656),21.0,14.000000000000002,1593,0,0,0,0,0,0,0,0
1594,�쇰씪65b89b,진성면,"MULTIPOLYGON (((128.2195324811094 35.19869498276415, 128.2195722443661 35.2032031972681, 128.2250647722023 35.20317043182576, 128.2250247054953 35.19866222276202, 128.2195324811094 35.19869498276415)))","[[128.21953248110935, 35.19869498276415], [128.21957224436613, 35.203203197268095], [128.2250647722023, 35.20317043182576], [128.22502470549531, 35.198662222762024], [128.21953248110935, 35.19869498276415]]",POINT (128.2222985506085 35.20093272941572),0.0,0.0,1594,0,0,0,0,0,0,0,0
1595,�쇰씪70b91b,지수면,"MULTIPOLYGON (((128.274625564277 35.21638878736483, 128.2746683999753 35.22089693197065, 128.280162050194 35.22086165207594, 128.2801189107962 35.21635351332643, 128.274625564277 35.21638878736483)))","[[128.274625564277, 35.216388787364835], [128.2746683999753, 35.22089693197065], [128.28016205019395, 35.22086165207594], [128.28011891079618, 35.21635351332643], [128.274625564277, 35.216388787364835]]",POINT (128.2773937311121 35.21862524195836),0.0,0.0,1595,0,0,0,0,0,0,0,0
1596,�쇰씪52a84b,내동면,"MULTIPOLYGON (((128.0709239973215 35.15440170682348, 128.0709554967092 35.15891008644967, 128.0764452073717 35.15888409062705, 128.0764134051595 35.15437571531963, 128.0709239973215 35.15440170682348)))","[[128.0709239973215, 35.15440170682348], [128.07095549670925, 35.158910086449666], [128.0764452073717, 35.15888409062705], [128.0764134051595, 35.15437571531963], [128.0709239973215, 35.15440170682348]]",POINT (128.0736845264933 35.15664292053263),0.0,0.0,1596,0,0,0,0,0,0,0,0
1598,�쇰씪50a93b,명석면,"MULTIPOLYGON (((128.0495125124273 35.23565380478194, 128.0495429218083 35.24016214032243, 128.0550381225137 35.24013706457928, 128.0550074090894 35.23562873320044, 128.0495125124273 35.23565380478194)))","[[128.0495125124273, 35.23565380478194], [128.0495429218083, 35.240162140322425], [128.05503812251368, 35.24013706457928], [128.05500740908937, 35.235628733200436], [128.0495125124273, 35.23565380478194]]",POINT (128.0522752413188 35.23789545651092),33.0,14.000000000000002,1598,0,1,0,0,0,0,0,0
1599,�쇰씪52a89b,상봉동,"MULTIPOLYGON (((128.0712393061864 35.19948535068421, 128.0712708755997 35.20399369643996, 128.076763618208 35.20396765740371, 128.0767317452971 35.19945931597145, 128.0712393061864 35.19948535068421)))","[[128.0712393061864, 35.19948535068421], [128.0712708755997, 35.20399369643996], [128.07676361820796, 35.20396765740371], [128.07673174529705, 35.199459315971446], [128.0712393061864, 35.19948535068421]]",POINT (128.074001386176 35.20172652588696),1975.0,652.0,1599,0,1,0,0,0,0,0,0
1600,�쇰씪62a79b,금곡면,"MULTIPOLYGON (((128.180335638469 35.1087515868731, 128.1803731107303 35.11325990622644, 128.1858596424776 35.11322898749187, 128.1858218680974 35.10872067327808, 128.180335638469 35.1087515868731)))","[[128.18033563846905, 35.1087515868731], [128.1803731107303, 35.11325990622644], [128.1858596424776, 35.11322898749187], [128.18582186809738, 35.10872067327808], [128.18033563846905, 35.1087515868731]]",POINT (128.1830975647677 35.11099030915962),0.0,0.0,1600,0,0,0,0,0,0,0,0
